21:56:52 WARN  riot                 :: Lexical form '2012-11-11T16:37:43-0800' not valid for datatype http://www.w3.org/2001/XMLSchema#dateTime
author,title,pages,year,link_open_access,link_publisher,proceedings_uri,paper_uri,label_proceedings,abstract,category,keywords,cnt_keyword,topics,cnt_topic,list_author,cnt_author,list_url,cnt_url
"Andreas Thalhammer, Magnus Knuth and Harald Sack",Evaluating Entity Summarization Using a Game-Based Ground Truth,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/evaluation-37,Proceedings of ISWC 2012,"In recent years, strategies for Linked Data consumption have caught attention in Semantic Web research. For direct consumption by users, Linked Data mashups, interfaces, and visualizations have become a popular research area. Many approaches in this field aim to make Linked Data interaction more user friendly to improve its accessibility for nontechnical users. A subtask for Linked Data interfaces is to present entities and their properties in a concise form. In general, these summaries take individual attributes and sometimes user contexts and preferences into account. But the objective evaluation of the quality of such summaries is an expensive task. In this paper we introduce a game-based approach aiming to establish a ground truth for the evaluation of entity summarization. We exemplify the applicability of the approach by evaluating two recent summarization approaches.",,,0,,0,Magnus Knuth;Andreas Thalhammer;Harald Sack,3,,0
"Khadija Elbedweihy, Stuart Wrigley and Fabio Ciravegna",Evaluating Semantic Search Query Approaches with Expert and Casual Users,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/evaluation-18,Proceedings of ISWC 2012,"Usability and user satisfaction are of paramount importance when designing interactive software solutions. Furthermore, the optimal design can be dependent not only on the task but also on the type of user. Evaluations can shed light on these issues; however, very few studies have focused on assessing the usability of semantic search systems. As semantic search becomes mainstream, there is growing need for standardised, comprehensive evaluation frameworks. In this study, we assess the usability and user satisfaction of different semantic search query input approaches (natural language and view-based) from the perspective of different user types (experts and casuals). Contrary to previous studies, we found that casual users preferred the form-based query approach whereas expert users found the graph-based to be the most intuitive. Additionally, the controlled-language model offered the most support for casual users but was perceived as restrictive by experts, thus limiting their ability to express their information needs.",,,0,,0,Fabio Ciravegna;Stuart Wrigley;Khadija Elbedweihy,3,,0
"Sebastian Walter, Christina Unger, Philipp Cimiano and Daniel Bär",Evaluation of a layered approach to question answering over linked data,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/evaluation-15,Proceedings of ISWC 2012,"We present a question answering system architecture which processes natural language questions in a pipeline consisting of five steps: i) question parsing and query template generation, ii) lookup in an inverted index, iii) string similarity computation, iv) lookup in a lexical database in order to find synonyms, and v) semantic similarity computation. These steps are ordered with respect to their computational effort, following the idea of layered processing: questions are passed on along the pipeline only if they cannot be answered on the basis of earlier processing steps, thereby invoking computationally expensive operations only for complex queries that require them. In this paper we present an evaluation of the system on the dataset provided by the 2nd Open Challenge on Question Answering over Linked Data (QALD-2). The main, novel contribution is a systematic empirical investigation of the impact of the single processing components on the overall performance of question answering over linked data.",,,0,,0,Christina Unger;Daniel Bär;Philipp Cimiano;Sebastian Walter,4,,0
"Riccardo Rosati, Marco Ruzzi, Mirko Graziosi and Giulia Masotti",Evaluation of techniques for inconsistency handling in OWL 2 QL ontologies,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/evaluation-41,Proceedings of ISWC 2012,"In this paper we present the Quonto Inconsistent Data handler (QuID). QuID is a reasoner for OWL 2 QL that is based on the system Quonto and is able to deal with inconsistent ontologies. The central aspect of QuID is that it implements two different, orthogonal strategies for dealing with inconsistency: ABox repairing techniques, based on data manipulation, and consistent query answering techniques, based on query rewriting. Moreover, by exploiting the ability of Quonto to delegate the management of the ABox to a relational database system (DBMS), such techniques are potentially able to handle very large inconsistent ABoxes. For the above reasons, QuID allows for experimentally comparing the above two different strategies for inconsistency handling in the context of OWL 2 QL. We thus report on the experimental evaluation that we have conducted using QuID. Our results clearly point out that inconsistency-tolerance in OWL 2 QL ontologies is feasible in practical cases. Moreover, our evaluation singles out the different sources of complexity for the data manipulation technique and the query rewriting technique, and allows for identifying the conditions under which one method is more efficient than the other.",,,0,,0,Mirko Graziosi;Riccardo Rosati;Marco Ruzzi;Giulia Masotti,4,,0
"Tudor Groza, Andreas Zankl and Jane Hunter",Experiences with modeling composite phenotypes in the SKELETOME project,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/inuse-18,Proceedings of ISWC 2012,"Semantic annotation of patient data in the skeletal dysplasia domain (e.g., clinical summaries) is a challenging process due to the structural and lexical differences existing between the terms used to describe radiographic findings. In this paper we propose an ontology aimed at representing the intrinsic structure of such radiographic findings in a standard manner, in order to bridge the different lexical variations of the actual terms. Furthermore, we describe and evaluate an algorithm capable of mapping concepts of this ontology to exact or broader terms in the main phenotype ontology used in the bone dysplasia domain.",,,0,,0,Jane Hunter;Tudor Groza;Andreas Zankl,3,,0
"Matthew Horridge, Bijan Parsia and Ulrike Sattler",Extracting Justifications from BioPortal Ontologies,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/evaluation-35,Proceedings of ISWC 2012,"This paper presents an evaluation of state of the art black box justification finding algorithms on the NCBO BioPortal ontology corpus. This corpus represents a set of naturally occurring ontologies that vary greatly in size and expressivity. The results paint a picture of the performance that can be expected when finding all justifications for entailments using black box justification finding techniques. The results also show that many naturally occurring ontologies exhibit a rich justificatory structure, with some ontologies having extremely high numbers of justifications per entailment.",,,0,,0,Matthew Horridge;Bijan Parsia;Ulrike Sattler,3,,0
"Chenghua Lin, Yulan He, Carlos Pedrinaci and John Domingue",Feature LDA: a Supervised Topic Model for Automatic Detection of Web API Documentations from the Web,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-15,Proceedings of ISWC 2012,"Web APIs have gained increasing popularity in recent Web service technology development owing to its simplicity of technology stack and the proliferation of mashups. However, efficiently discovering Web APIs and the relevant documentations on the Web is still a challenging task even with the best resources available on the Web. In this paper we cast the problem of detecting the Web API documentations as a text classification problem of classifying a given Web page as Web API associated or not. We propose a supervised generative topic model called feature latent Dirichlet allocation (feaLDA) which offers a generic probabilistic framework for automatic detection of Web APIs. feaLDA not only captures the correspondence between data and the associated class labels, but also provides a mechanism for incorporating side information such as labeled features automatically learned from data that can effectively help improving classification performance. Extensive experiments on our Web APIs documentation dataset shows that the feaLDA model outperforms three strong supervised baselines including naive Bayes, support vector machines, and the maximum entropy model, by over 3% in classification accuracy. In addition, feaLDA also gives superior performance when compared against other existing supervised topic models.",,,0,,0,Yulan He;Chenghua Lin;Carlos Pedrinaci;John Domingue,4,,0
"Szymon Klarman, Stefan Schlobach and Luciano Serafini",Formal Verification of Data Provenance Records,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-19,Proceedings of ISWC 2012,"Data provenance is the history of derivation of a data artifact from its original sources. As the real-life provenance records can likely cover thousands of data items and derivation steps, one of the pressing challenges becomes development of formal frameworks for their automated verification. In this paper, we consider data expressed in standard Semantic Web ontology languages, such as OWL, and define a novel verification formalism called provenance specification logic, building on dynamic logic. We validate our proposal by modeling the test queries presented in The First Provenance Challenge, and conclude that the logic core of such queries can be successfully captured in our formalism.",,,0,,0,Luciano Serafini;Szymon Klarman;Stefan Schlobach,3,,0
Nadeschda Nikitina and Birte Glimm,Hitting the Sweetspot: Economic Rewriting of Knowledge Bases,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-34,Proceedings of ISWC 2012,"Three conflicting requirements arise in the context of knowledge base (KB) extraction: the size of the extracted KB, the size of the corresponding signature and the syntactic similarity of the extracted KB with the original one. Minimal module extraction and uniform interpolation assign an absolute priority to one of these requirements, thereby limiting the possibilities to influence the other two. We propose a novel technique for EL that does not require such an extreme prioritization. We propose a tractable rewriting approach and empirically compare the technique with existing approaches with encouraging results.",,,0,,0,Nadeschda Nikitina;Birte Glimm,2,,0
"Jürgen Umbrich, Marcel Karnstedt, Aidan Hogan and Josiane Xavier Parreira",Hybrid SPARQL queries: fresh vs. fast results,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-12,Proceedings of ISWC 2012,"For Linked Data query engines, there are inherent trade-offs between centralised approaches that can efficiently answer queries over data cached from parts of the Web, and live decentralised approaches that can provide fresher results over the entire Web at the cost of slower response times. Herein, we propose a hybrid query execution approach that returns fresher results from a broader range of sources vs. the centralised scenario, while speeding up results vs. the live scenario. We first compare results from two public SPARQL stores against current versions of the Linked Data sources they cache; results are often missing or out-of-date. We thus propose using coherence estimates to split a query into a sub-query for which the cached data have good fresh coverage, and a sub-query that should instead be run live. Finally, we evaluate different hybrid query plans and split positions in a real-world setup. Our results show that hybrid query execution can improve freshness vs. fully cached results while reducing the time taken vs. fully live execution.",,,0,,0,Jürgen Umbrich;Josiane Xavier Parreira;Aidan Hogan;Marcel Karnstedt,4,,0
"Qunzhi Zhou, Yogesh Simmhan and Viktor Prasanna",Incorporating Semantic Knowledge into Dynamic Data Processing for Smart Power Grids,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/inuse-72,Proceedings of ISWC 2012,"Semantic Web allows us to model and query time-invariant or slowly evolving knowledge using ontologies. Emerging applications in Cyber Physical Systems such as Smart Power Grids that require continuous information monitoring and integration present novel opportunities and challenges for Semantic Web technologies. Semantic Web is promising to model diverse Smart Grid domain knowledge for enhanced situation awareness and response by multi-disciplinary participants. However, current technology does pose a performance overhead for dynamic analysis of sensor measurements. In this paper, we combine semantic web and complex event processing for stream based semantic querying. We illustrate its adoption in the USC Campus Micro-Grid for detecting and enacting dynamic response strategies to peak power situations by diverse user roles. We also describe the semantic ontology and event query model that supports this. Further, we introduce and evaluate caching techniques to improve the response time for semantic event queries to meet our application needs and enable sustainable energy management.",,,0,,0,Qunzhi Zhou;Viktor Prasanna;Yogesh Simmhan,3,,0
"Songyun Duan, Achille Fokoue, Oktie Hassanzadeh, Anastasios Kementsietsidis, Kavitha Srinivas and Michael Ward",Instance-Based Matching of Large Ontologies Using Locality-Sensitive Hashing,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-23,Proceedings of ISWC 2012,"In this paper, we describe a mechanism for ontology alignment using instance based matching of types (or classes). Instance-based matching is known to be a useful technique for matching ontologies that have different names and different structures. A key problem in instance matching of types, however, is scaling the matching algorithm to (a) handle types with a large number of instances, and (b) efficiently match a large number of type pairs. We propose the use of state-of-the art locality-sensitive hashing (LSH) techniques to vastly improve the scalability of instance matching across multiple types. We show the feasibility of our approach with DBpedia and Freebase, two different type systems with hundreds and thousands of types, respectively. We describe how these techniques can be used to estimate containment or equivalence relations between two type systems, and we compare two different LSH techniques for computing instance similarity.",,,0,,0,Anastasios Kementsietsidis;Oktie Hassanzadeh;Kavitha Srinivas;Michael Ward;Songyun Duan;Achille Fokoue,6,,0
Andrea Giovanni Nuzzolese,Knowledge Pattern Extraction and their usage in Exploratory Search,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/doctor-consortium-12,Proceedings of ISWC 2012,"Knowledge interaction in Web context is a challenging problem. For instance, it requires to deal with complex structures able to filter knowledge by drawing a meaningful context boundary around data. We assume that these complex structures can be formalized as Knowledge Patterns (KPs), aka frames. This Ph.D. work is aimed at developing methods for extracting KPs from the Web and at applying KPs to exploratory search tasks. We want to extract KPs by analyzing the structure of Web links from rich resources, such as Wikipedia.",,,0,,0,Andrea Giovanni Nuzzolese,1,,0
"Sebastian Krause, Hong Li, Hans Uszkoreit and Feiyu Xu",Large-Scale Learning of Relation-Extraction Rules with Distant Supervision from the Web,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-38,Proceedings of ISWC 2012,"We present a large-scale relation extraction (RE) system which learns grammar-based RE rules from the Web by utilizing large numbers of relation instances as seed. Our goal is to obtain rule sets large enough to cover the actual range of linguistic variation, thus tackling the long-tail problem of real-world applications. A variant of distant supervision learns several relations in parallel, enabling a new method of rule filtering. The system detects both binary and n-ary relations. We target 39 relations from Freebase, for which 3M sentences extracted from 20M web pages serve as the basis for learning an average of 40K distinctive rules per relation. Employing an efficient dependency parser, the average run time for each relation is only 19 hours. We compare these rules with ones learned from local corpora of different sizes and demonstrate that the Web is indeed needed for a good coverage of linguistic variation.",,,0,,0,Hans Uszkoreit;Feiyu Xu;Hong Li;Sebastian Krause,4,,0
Axel-Cyrille Ngonga Ngomo,Link Discovery with Guaranteed Reduction Ratio in Affine Spaces with Minkowski Measures,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-03,Proceedings of ISWC 2012,"Time-efficient algorithms are essential to address the complex linking tasks that arise when trying to discover links on the Web of Data. Although several lossless approaches have been developed for this exact purpose, they do not offer theoretical guarantees with respect to their performance. In this paper, we address this drawback by presenting the first Link Discovery approach with theoretical quality guarantees. In particular, we prove that given an achievable reduction ratio r, our Link Discovery approach HR3 can achieve a reduction ratio r'<=r in a metric space where distances are measured by the means of a Minkowski metric of any order p >= 2. We compare HR3 and the HYPPO algorithm implemented in LIMES 0.5 with respect to the number of comparisons they carry out. In addition, we compare our approach with the algorithms implemented in the state-of-the-art frameworks LIMES 0.5 and SILK 2.5 with respect to runtime. We show that HR3 outperforms these previous approaches with respect to runtime in each of our four experimental setups.",,,0,,0,Axel-Cyrille Ngonga Ngomo,1,,0
"Danh Le Phuoc, Minh Dao-Tran, Minh-Duc Pham, Peter Boncz, Thomas Eiter and Michael Fink",Linked Stream Data Processing Engines: Facts and Figures,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/evaluation-10,Proceedings of ISWC 2012,"Linked Stream Data, i.e., the RDF data model extended for representing stream data generated from sensors social network applications, is gaining popularity. This has motivated considerable work on developing corresponding data models associated with processing engines. However, current implemented engines have not been thoroughly evaluated to assess their capabilities. For reasonable systematic evaluations, in this work we propose a novel, customizable evaluation framework and a corresponding methodology for realistic data generation, system testing, and result analysis. Based on this evaluation environment, extensive experiments have been conducted in order to compare the state-of-the-art LSD engines wrt. qualitative and quantitative properties, taking into account the underlying principles of stream processing. Consequently, we provide a detailed analysis of the experimental outcomes that reveal useful findings for improving current and future engines.",,,0,,0,Michael Fink;Thomas Eiter;Peter Boncz;Minh-Duc Pham;Danh Le Phuoc;Minh Dao-Tran,6,,0
"Irene Celino, Simone Contessa, Marta Corubolo, Daniele Dell'Aglio, Emanuele Della Valle, Stefano Fumeo and Thorsten Krueger",Linking Smart Cities Datasets with Human Computation - the case of UrbanMatch,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/inuse-78,Proceedings of ISWC 2012,"To realize the Smart Cities vision, applications can leverage the large availability of open datasets related to urban environments. Those datasets need to be integrated, but it is often hard to automatically achieve a high-quality interlinkage. Human Computation approaches can be employed to solve such a task where machines are ineffective. We argue that in this case not only people's background knowledge is useful to solve the task, but also people's physical presence and direct experience can be successfully exploited. In this paper we present UrbanMatch, a Game with a Purpose for players in mobility aimed at validating links between points of interest and their photos; we discuss the design choices and we show the high throughput and accuracy achieved in the interlinking task.",,,0,,0,Emanuele Della Valle;Marta Corubolo;Irene Celino;Daniele Dell'Aglio;Thorsten Krueger;Simone Contessa;Stefano Fumeo,7,,0
"Ana Armas, Bernardo Cuenca Grau and Ian Horrocks",MORe: Modular Combination of OWL Reasoners for Ontology Classification,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-05,Proceedings of ISWC 2012,"Classification is a fundamental reasoning task in ontology design, and there is currently a wide range of reasoners highly optimised for classification of OWL 2 ontologies. There are also several reasoners that are complete for restricted fragments of OWL 2 , such as the OWL 2 EL profile. These reasoners are much more efficient than fully-fledged OWL 2 reasoners, but they are not complete for ontologies containing (even if just a few) axioms outside the relevant fragment. In this paper, we propose a novel classification technique that combines an OWL 2 reasoner and an efficient reasoner for a given fragment in such a way that the bulk of the workload is assigned to the latter. Reasoners are combined in a black-box modular manner, and the specifics of their implementation (and even of their reasoning technique) are irrelevant to our approach.",,,0,,0,Bernardo Cuenca Grau;Ian Horrocks;Ana Armas,3,,0
"Sören Auer, Lorenz Bühmann, Christian Dirschl, Orri Erling, Michael Hausenblas, Robert Isele, Jens Lehmann, Michael Martin, Pablo N. Mendes, Bert van Nuffelen, Claus Stadler, Sebastian Tramp and Hugh Williams",Managing the life-cycle of Linked Data with the LOD2 Stack,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/inuse-51,Proceedings of ISWC 2012,"The LOD2 Stack is an integrated distribution of aligned tools which support the whole life cycle of Linked Data from extraction, authoring/creation via enrichment, interlinking, fusing to maintenance. The LOD2 Stack comprises new and substantially extended existing tools from the LOD2 project partners and third parties. The stack is designed to be versatile; for all functionality we define clear interfaces, which enable the plugging in of alternative third-party implementations. The architecture of the LOD2 Stack is based on three pillars: (1) Software integration and deployment using the Debian packaging system. (2) Use of a central SPARQL endpoint and standardized vocabularies for knowledge base access and integration between the different tools of the LOD2 Stack. (3) Integration of the LOD2 Stack user interfaces based on REST enabled Web Applications. These three pillars comprise the methodological and technological framework for integrating the very heterogeneous LOD2 Stack components into a consistent framework. In this article we describe these pillars in more detail and give an overview of the individual LOD2 Stack components. The article also includes a description of a real-world usage scenario in the publishing domain.",,,0,,0,Pablo N. Mendes;Robert Isele;Jens Lehmann;Sebastian Tramp;Michael Martin;Sören Auer;Michael Hausenblas;Bert van Nuffelen;Christian Dirschl;Claus Stadler;Lorenz Bühmann;Hugh Williams;Orri Erling,13,,0
Francesco Osborne and Enrico Motta,Mining Semantic Relations between Research Areas,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-39,Proceedings of ISWC 2012,"For a number of years now we have seen the emergence of repositories of research data specified using OWL/RDF as representation languages, and conceptualized according to a variety of ontologies. This class of solutions promises both to facilitate the integration of research data with other relevant sources of information and also to support more intelligent forms of querying and exploration. However, an issue which has only been partially addressed is that of generating and characterizing semantically the relations that exist between research areas. This problem has been traditionally addressed by manually creating taxonomies, such as the ACM classification of research topics. However, this manual approach is inadequate for a number of reasons: these taxonomies are very coarse-grained and they do not cater for the finegrained research topics, which define the level at which typically researchers (and even more so, PhD students) operate. Moreover, they evolve slowly, and therefore they tend not to cover the most recent research trends. In addition, as we move towards a semantic characterization of these relations, there is arguably a need for a more sophisticated characterization than a homogeneous taxonomy, to reflect the different ways in which research areas can be related. In this paper we propose Klink, a new approach to i) automatically generating relations between research areas and ii) populating a bibliographic ontology, which combines both machine learning methods and external knowledge, which is drawn from a number of resources, including Google Scholar and Wikipedia. We have tested a number of alternative algorithms and our evaluation shows that a method relying on both external knowledge and the ability to detect temporal relations between research areas performs best with respect to a manually constructed standard.",,,0,,0,Enrico Motta;Francesco Osborne,2,,0
"Anisa Rula, Palmonari Matteo, Andreas Harth, Steffen Stadtmüller and Andrea Maurino",On the Diversity and Availability of Temporal Information in Linked Open Data,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-01,Proceedings of ISWC 2012,"An increasing amount of data is published and consumed on the Web according to the Linked Data paradigm. In consideration of both publishers and consumers, the temporal dimension of data is important. In this paper we investigate the characterisation and availability of temporal information in Linked Data at large scale. Based on an abstract definition of temporal information we conduct experiments to evaluate the availability of such information using the data from the 2011 Billion Triple Challenge (BTC) dataset. Focusing in particular on the representation of temporal meta-information, i.e., temporal information associated with RDF statements and graphs, we investigate the approaches proposed in the literature, performing both a quantitative and a qualitative analysis and proposing guidelines for data consumers and publishers. Our experiments show that the amount of temporal information available in the LOD cloud is still very small; several different models have been used on different datasets, with a prevalence of approaches based on the annotation of RDF documents.",,,0,,0,Andrea Maurino;Anisa Rula;Steffen Stadtmüller;Palmonari Matteo;Andreas Harth,5,,0
Jennifer Sleeman,Online Unsupervised Coreference Resolution for Semi-Structured Heterogeneous Data,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/doctor-consortium-14,Proceedings of ISWC 2012,"A pair of RDF instances are said to corefer when they are intended to denote the same thing in the world, for example, when two nodes of type foaf:Person describe the same individual. This problem is central to integrating and inter-linking semi-structured datasets. We are developing an online, unsupervised coreference resolution framework for heterogeneous, semi-structured data. The online aspect requires us to process new instances as they appear and not as a batch. The instances are heterogeneous in that they may contain terms from different ontologies whose alignments are not known in advance. Our framework encompasses a two-phased clustering algorithm that is both flexible and distributable, a probabilistic multidimensional attribute model that will support robust schema mappings, and a consolidation algorithm that will be used to perform instance consolidation in order to improve accuracy rates over time by addressing data sparseness.",,,0,,0,Jennifer Sleeman,1,,0
Peter Patel-Schneider and Enrico Franconi,Ontology Constraints in Incomplete and Complete Data,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-17,Proceedings of ISWC 2012,"Ontology and other logical languages are built around the idea that axioms enable the inference of new facts about the available data. In some circumstances, however, the data is meant to be complete in certain ways, and deducing new facts may be undesirable. Previous approaches to this issue have relied on syntactically specifying certain axioms as constraints or adding in new constructs for constraints, and providing a different or extended meaning for constraints that reduces or eliminates their ability to infer new facts without requiring the data to be complete. We propose to instead directly state that the extension of certain concepts and roles are complete by making them DBox predicates, which eliminates the distinction between regular axioms and constraints for these concepts and roles. This proposal eliminates the need for special semantics and avoids problems of previous proposals.",,,0,,0,Peter Patel-Schneider;Enrico Franconi,2,,0
Jean Christoph Jung and Carsten Lutz,Ontology-Based Access to Probabilistic Data with OWL QL,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-16,Proceedings of ISWC 2012,"We propose a framework for querying probabilistic instance data in the presence of an OWL2 QL ontology, arguing that the interplay of probabilities and ontologies is fruitful in many applications such as managing data that was extracted from the web. The prime inference problem is computing answer probabilities, and it can be implemented using standard probabilistic database systems. We establish a PTime vs. #P dichotomy for the data complexity of this problem by lifting a corresponding result from probabilistic databases. We also demonstrate that query rewriting (backwards chaining) is an important tool for our framework, show that non-existence of a rewriting into first-order logic implies #P-hardness, and briefly discuss approximation of answer probabilities.",,,0,,0,Carsten Lutz;Jean Christoph Jung,2,,0
"Rafael S. Gonçalves, Bijan Parsia and Ulrike Sattler",Performance Heterogeneity and Approximate Reasoning in Description Logic Ontologies,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-35,Proceedings of ISWC 2012,"Due to the high worst case complexity of the core reasoning problem for the expressive profiles of OWL 2, ontology engineers are often surprised and confused by the performance behaviour of reasoners on their ontologies. Even very experienced modellers with a sophisticated grasp of reasoning algorithms do not have a good mental model of reasoner performance behaviour. Seemingly innocuous changes to an OWL ontology can degrade classification time from instantaneous to too long to wait for. Similarly, switching reasoners (e.g., to take advantage of specific features) can result in wildly different classification times. In this paper we investigate performance variability phenomena in OWL ontologies, and present methods to identify subsets of an ontology which are performance-degrading for a given reasoner. When such (ideally small) subsets are removed from an ontology, and the remainder is much easier for the given reasoner to reason over, we designate them âhot spotsâ?. The identification of these hot spots allows users to isolate difficult portions of the ontology in a principled and systematic way. Moreover, we devise and compare various methods for approximate reasoning and knowledge compilation based on hot spots. We verify our techniques with a select set of varyingly difficult ontologies from the NCBO BioPortal, and were able to, firstly, successfully identify performance hot spots against the major freely available DL reasoners, and, secondly, significantly improve classification time using approximate reasoning based on hot spots.",,,0,,0,Bijan Parsia;Ulrike Sattler;Rafael S. Gonçalves,3,,0
"Milan Dojchinovski, Jaroslav Kuchar, Tomas Vitvar and Maciej Zaremba",Personalised Graph-based Selection of Web APIs,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-08,Proceedings of ISWC 2012,"Modelling and understanding various contexts of users is important to enable personalised selection of Web APIs in directories such as Programmable Web. Currently, relationships between users and Web APIs are not clearly understood and utilized by existing selection approaches. In this paper, we present a semantic model of a Web API directory graph that captures relationships such as Web APIs, mashups, developers, and categories. We describe a novel configurable graph-based method for selection of Web APIs with personalised and temporal aspects. The method allows users to get more control over their preferences and recommended Web APIs while they can exploit information about their social links and preferences. We evaluate the method on a real-world dataset from ProgrammableWeb.com, and show that it provides more contextualised results than currently available popularity based rankings.",,,0,,0,Tomas Vitvar;Maciej Zaremba;Milan Dojchinovski;Jaroslav Kuchar,4,,0
"Yong-Bin Kang, Yuan-Fang Li and Shonali Krishnaswamy",Predicting Reasoning Performance Using Ontology Metrics,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-36,Proceedings of ISWC 2012,"A key issue in semantic reasoning is the computational complexity of inference tasks on expressive ontology languages such as OWL DL and OWL 2 DL. Theoretical works have established worst-case complexity results for reasoning tasks for these languages. However, hardness of reasoning about individual ontologies has not been adequately characterised. In this paper, we conduct a systematic study to tackle this problem using machine learning techniques, covering over 350 real-world ontologies and four state-of-the-art, widely-used OWL 2 reasoners. Our main contributions are two-fold. Firstly, we learn various classifiers that accurately predict classification time for an ontology based on its metric values. Secondly, we identify a number of metrics that can be used to effectively predict reasoning performance. Our prediction models have been shown to be highly effective, achieving an accuracy of over 80%.",,,0,,0,Yong-Bin Kang;Yuan-Fang Li;Shonali Krishnaswamy,3,,0
"Carlos Viegas Damásio, Anastasia Analyti and Grigoris Antoniou",Provenance for SPARQL queries,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/research-20,Proceedings of ISWC 2012,"Determining trust of data available in the Semantic Web is fundamental for applications and users, in particular for linked open data obtained from SPARQL endpoints. There exist several proposals in the literature to annotate SPARQL query results with values from abstract models, adapting the seminal works on provenance for annotated relational databases. We provide an approach capable of providing provenance information for a large and significant fragment of SPARQL 1.1, including for the first time the major non-monotonic constructs under multiset semantics. The approach is based on the translation of SPARQL into relational queries over annotated relations with values of the most general m-semiring, and in this way also refuting a claim in the literature that the OPTIONAL construct of SPARQL cannot be captured appropriately with the known abstract models.",,,0,,0,Grigoris Antoniou;Anastasia Analyti;Carlos Viegas Damásio,3,,0
Chris Baillie,Quality Reasoning in the Semantic Web,,,,,http://data.semanticweb.org/conference/iswc/2012/proceedings,http://data.semanticweb.org/conference/iswc/2012/paper/doctor-consortium-02,Proceedings of ISWC 2012,Assessing the quality of data published on the Web has been identified as an essential step in selecting reliable information for use in tasks such as decision making. This paper discusses a quality assessment framework based on semantic web technologies and outlines a role for provenance in supporting and documenting such assessments.,,,0,,0,Chris Baillie,1,,0
